Estacion;NombreEstacion;longitud2;latitud2;altitud;anio;ene;feb;mar;abr;may;jun;jul;ago;sep;oct;nov;dic
M0133;GUASLAN;-78,6479;-1,734;2850;2008;62,2;77,2;103,3;89,4;;49,9;16,1;37;33,2;101,1;101,7;113,9
M0133;GUASLAN;-78,6479;-1,734;2850;2009;36,5;65,6;49,1;42,1;27,1;50,9;22,4;10;1,9;96,5;12,2;
M0133;GUASLAN;-78,6479;-1,734;2850;2010;;;;;;;;;26,8;43,8;99,5;71,5
M0133;GUASLAN;-78,6479;-1,734;2850;2011;39,4;87,5;18,3;100,2;52,6;20,1;37,6;22,7;33,5;52,7;94,9;62,2
M0133;GUASLAN;-78,6479;-1,734;2850;2012;55,6;77,5;30,7;65,7;23;15,4;16,2;22,4;15,4;110,6;89,4;9,7
M0133;GUASLAN;-78,6479;-1,734;2850;2013;39,3;57,5;27,7;59,2;54;23,7;25,5;10,3;11,3;72,8;18;10,4
M0133;GUASLAN;-78,6479;-1,734;2850;2014;75,9;17,2;84,4;51,1;113,5;31,9;9,7;17;38,2;36,5;38,7;41,1
M0133;GUASLAN;-78,6479;-1,734;2850;2015;25,5;29,7;67,1;54,8;31,7;;32,8;7,7;9,4;66,5;75,8;20
M0133;GUASLAN;-78,6479;-1,734;2850;2016;11,4;17,8;105,7;76,7;26,1;;;;;;;
M0133;GUASLAN;-78,6479;-1,734;2850;2017;;;;;98,4;85,4;13,3;33,6;15,6;37,3;57,9;93,4
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;1963;;;;;;;;7,4;;72,4;67;56,7
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;1964;2;28,5;27,9;45,1;15,4;41,6;11,2;25,7;38,7;27,4;24,2;37,5
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;1965;32,2;22,9;18,5;102,1;45,2;10,2;3;9,2;17,6;95,7;143,3;46,6
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;1966;26,2;45,7;65,6;51,6;41,6;26,9;12,7;12,1;15,2;40,9;28,2;46,9
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;1967;49,2;69,2;44,5;33,8;27,1;77,2;34,6;2,7;8,9;106,1;19;1
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;1968;49,3;82,8;63,9;27,4;10,6;53,4;24,4;10,2;60,3;98,1;17,5;31,3
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;1969;36,7;82,9;65;150;10,1;36,4;5;8,7;39,1;70,6;83,1;124,6
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;1970;92,7;126,9;45,7;52,2;117,1;49,2;15,5;12,3;7,1;56,4;71,3;19,2
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;1971;40,8;54;162,8;75,2;14;42,3;3,4;16,5;41,9;101,9;26;18,1
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;1972;43;58,2;131,3;96,4;32,9;48,1;13,1;11,3;4,2;19,8;74,8;23
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;1973;18,3;64,7;89,8;88,3;21,1;14,5;22,2;20,1;58,6;30,7;14;37,2
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;1974;19;81,3;42,4;58,7;32,3;22,5;10,8;7,1;70,6;37,3;9,2;15,4
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;1975;2;113,1;61;16,8;12,5;46,5;64,5;4;26,1;102,6;53,6;2
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;1976;39,2;70,9;53,6;39,2;34,8;2;0,8;0;10;;11;43,6
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;1977;22,8;12,1;24,2;37,8;0,3;21,9;3,2;20,8;59,3;52,7;23;22
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;1978;32;22,9;72,7;55,3;55;14,4;13,4;18,2;69,4;35,8;31;71,8
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;1979;2;100,8;159,2;;;;;123;14,1;14,2;0;
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;1980;;;;;;;;;;;;
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;1984;39,5;17;;;;;;30,8;127,9;56,6;;17,4
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;1985;0;1,6;0;0;27,9;0;0;18,6;0;42,5;11,8;25,9
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;1986;;;;7,6;;;2,9;6,6;22,1;;21,9;
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;1987;;;;;;;2,9;2,7;;46;6,7;10,1
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;1988;11,2;244,1;;;;;;;;;;
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;1989;;;;;;;16,2;;13;7,6;;0
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;1990;26,5;;10,4;135,8;25;;25,8;9,5;17,6;72,2;;20
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;1991;8,6;28,2;110,3;1,5;46,9;6,9;38,2;0,5;;1,8;63;3,5
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;1992;11,5;45,7;23,7;76,3;17,5;6;2,5;0,8;24,4;;3,5;1,5
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;1993;68,3;128,4;69,8;0;17,9;2,2;8,5;4,2;12,7;22,6;;
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;1994;10,4;;13,3;7,8;27,2;;;;;;;
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;1995;;;;;;17,9;62,9;9;;;;
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;1999;;;;;107,3;101,8;2,6;5,2;75,8;29,6;16,5;44,3
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;2000;67,8;103,1;77,4;85,1;;;0;0;4,4;0;5,8;
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;2001;103,4;78,1;126,8;37,6;57,2;20,7;;;;;;
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;2003;41,7;;;;;;;;;;;
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;2005;;;;;;;;;;;;105
M0134;GUAMOTE;-78,71666667;-1,933333333;3020;2006;10;10,3;;;;;;;;;;
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1962;;;;;;;;14;0;39,6;67,7;49,2
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1964;0;42,9;30;115,5;20,9;28;1;0;4;12,6;7;14,7
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1965;17,2;8;46,2;41,1;23,1;0;0;0;0;39;67,7;20
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1966;18,1;7;27;10;6;1;0;0;0;13;12;0
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1967;4;10,3;16;17,5;0;16,5;0;0;0;90;7;0
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1968;12;28,5;27,2;18;2;0;0;0;28;36;8;5
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1969;12,2;29;31;76;0;7;0;1;0;0;38;44
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1970;37;32;28;70;28;8;0;12;5;19;14;23
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1971;13;32;38;39;11;8;0;;12;18;1;6
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1972;14;14;32;29;32;;5,9;12,5;;2;88,7;96,6
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1973;7,5;;87;;72,2;17,6;26;41,7;108,8;47,6;28,3;64,2
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1974;31,5;191;90,1;107,8;56;34,2;8,7;9,8;68;87,4;136,8;56,7
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1975;33,4;314,8;378,5;140,9;80,6;30,3;144,7;83;3,5;208,4;75;92,2
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1976;68,2;140,6;98,5;73,4;86,5;0;0;2,4;1;6,2;46,1;55,7
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1977;68,3;37;73,4;33,6;7,6;33,1;0;9;13;74,8;0;22,5
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1978;3;5,4;103,9;108,3;222,9;0;0;0;7;3,3;10,5;15,9
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1979;21;34;138,8;61,6;92,6;5,3;0;28;88,4;16;0;0
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1980;25,5;239;83,3;160,8;10,1;0;0;0;0;99,4;127,3;48,7
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1981;15,5;102,6;153,8;28,1;19,6;12,7;12,7;21,8;0;43,5;1,5;92,8
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1982;103,7;131,6;227,8;222,3;188,2;0,9;0,4;3,2;5,3;163,2;222,3;333,9
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1983;202,3;81,4;359,6;952;419,8;0,7;3,5;10;1,8;55,1;201,5;293,2
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1984;51,2;449,4;547;;77,4;20,3;50,5;10,8;655,6;148,1;147,4;40,6
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1985;46;1,1;7,4;56;52,5;0;10,9;24,1;22,3;31,1;58,8;35,8
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1986;104;96;118,5;;22,3;0;0,2;23,4;32,8;109,4;50,8;24,8
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1987;43,3;69,1;48,8;70;237,3;0;14,7;7,3;22,8;;4,9;0
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1988;30,9;942;1246,1;1366,2;112,1;30,4;61,4;2,3;103,2;423;908,9;87,5
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1989;389,3;640;622,5;137,1;18,2;42,3;24,8;0;50,2;90,3;55,9;0
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1990;29,5;88,3;83,7;254,4;112,9;20;8,7;0;8,6;144,6;34,6;16,3
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1991;14,4;72,5;148,4;42,1;10,2;23,9;10,6;4,6;21,3;26,4;32,4;15,2
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1992;26,5;74,9;83,6;119,6;42,7;9;;10;8,7;6,5;52,9;43,6
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1993;115,9;298,6;436,7;238,8;61,2;0;10,1;3,8;3,8;32,6;60,4;47,3
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1994;188,7;112,7;245,3;186,4;25,8;5;0;0;0;0;0;0
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1996;52,6;69,7;;53,2;55,5;48,9;4,2;0,3;9,8;23,6;10,9;23,9
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1997;90,7;8,4;87,4;102,1;8,7;36,3;2,6;0;33,7;62,9;139,3;63,5
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1998;17,1;122,9;147,8;81,4;139,8;0,3;12,8;;0,6;115,5;23;4,4
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;1999;55,8;155;143,8;110;129,8;41,3;3,7;0,8;37,6;45,7;1,9;161,6
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;2000;29,9;159,6;86,9;76,3;105,6;12,3;0;;;;;
M0135;PACHAMAMA-TIXAN;-78,78166667;-2,195;3690;2005;;;;;;;;;;;;75,3
M0136;CHUNCHI;-78,9222;-2,2743;2177;1963;;;;;13,6;7,2;0;0;0;13,9;4,6;67,8
M0136;CHUNCHI;-78,9222;-2,2743;2177;1964;29,4;71,2;89,4;169,1;16,8;28,9;9,6;7,4;14,6;27,6;21,8;48,3
M0136;CHUNCHI;-78,9222;-2,2743;2177;1965;89,1;37,2;127,3;180,3;130,9;8,2;0,5;2;8,5;28,9;56,2;58,5
M0136;CHUNCHI;-78,9222;-2,2743;2177;1966;85,5;48,4;87,5;53;23;3;4;0;8,5;47;18,5;14
M0136;CHUNCHI;-78,9222;-2,2743;2177;1967;95,5;108,1;49,5;25,5;21;7,5;5;1,5;2,5;44,8;9;2
M0136;CHUNCHI;-78,9222;-2,2743;2177;1968;39,9;70;87,5;87;10;16,3;5,5;3,5;32;40;14;15
M0136;CHUNCHI;-78,9222;-2,2743;2177;1969;56,5;65;15,5;145,5;20;18,5;0,5;1,5;19,3;35;46,8;47,3
M0136;CHUNCHI;-78,9222;-2,2743;2177;1970;73,1;86,8;92,2;94,5;92,4;25,1;4;2,6;12,1;20,9;28,3;22,7
M0136;CHUNCHI;-78,9222;-2,2743;2177;1971;49,4;89,4;150,4;51,3;26,6;22,1;1,4;8,6;25;22,9;9,2;30,3
M0136;CHUNCHI;-78,9222;-2,2743;2177;1972;86;70,8;110;124;48,3;34,1;1,2;8;4,5;12,1;24,8;44,6
M0136;CHUNCHI;-78,9222;-2,2743;2177;1973;46,2;101,9;136,1;179,8;61,4;18,7;10;10,1;27,7;3,7;2;31,2
M0136;CHUNCHI;-78,9222;-2,2743;2177;1974;26,6;74,3;72,5;68,5;32,3;13,6;1,2;0,5;41,6;21,6;40,8;36,2
M0136;CHUNCHI;-78,9222;-2,2743;2177;1975;58,1;170,3;126,9;125,3;85,9;38,8;31,6;19,2;4,3;46,1;23,1;28,8
M0136;CHUNCHI;-78,9222;-2,2743;2177;1976;100;87,9;108;132,5;38,7;12,4;0;5,7;6,4;0;14,3;28,2
M0136;CHUNCHI;-78,9222;-2,2743;2177;1977;64,4;35,3;51,2;60,4;5,7;13,7;2,7;0;18,7;8,5;1;20,3
M0136;CHUNCHI;-78,9222;-2,2743;2177;1978;29,2;39,5;87,2;78,6;50,5;0;2,2;0;6,8;0,4;5,3;23,5
M0136;CHUNCHI;-78,9222;-2,2743;2177;1979;48,2;51,3;153,1;84,9;37,8;3,5;0;8,8;17,5;6;3;2
M0136;CHUNCHI;-78,9222;-2,2743;2177;1980;47,4;185;29,5;126;38,4;3,6;6;2,6;1,3;25,1;22,6;17,9
M0136;CHUNCHI;-78,9222;-2,2743;2177;1981;23,4;92,6;118,8;60,5;3,8;5,8;14,3;13,1;0;24,5;2,7;59,1
M0136;CHUNCHI;-78,9222;-2,2743;2177;1982;56,8;80,6;57,8;79;38,8;0;0,4;;2;38,2;124,6;163
M0136;CHUNCHI;-78,9222;-2,2743;2177;1983;77,6;90,2;206,7;129,4;100,5;14,8;4,4;3,6;8,3;29,2;26,3;75
M0136;CHUNCHI;-78,9222;-2,2743;2177;1984;16;137,2;92,7;99,1;30,4;3,9;0,3;0;14,9;21,3;36,6;24,9
M0136;CHUNCHI;-78,9222;-2,2743;2177;1985;42;30,5;58;59,5;45,8;5,6;0;3,4;4,1;6,6;10,8;56,6
M0136;CHUNCHI;-78,9222;-2,2743;2177;1986;66,6;72,7;22,3;115,3;20;0;0;6,1;13,4;14,2;8;48,1
M0136;CHUNCHI;-78,9222;-2,2743;2177;1987;58,2;72,6;164,2;115,2;53,6;0;2,4;7;1;6,8;7,7;0,2
M0136;CHUNCHI;-78,9222;-2,2743;2177;1988;62,4;103,5;28,8;181,7;52,6;15,3;4;;30,5;28,2;36,3;17,4
M0136;CHUNCHI;-78,9222;-2,2743;2177;1989;110,7;100,7;152,6;73,5;45,5;18;2,9;0,2;11,2;25,9;8;11,9
M0136;CHUNCHI;-78,9222;-2,2743;2177;1990;21,5;85,8;40;82,6;20,8;4,5;0,8;0;0,6;26,9;6,7;6,7
M0136;CHUNCHI;-78,9222;-2,2743;2177;1991;20,1;59,2;99,4;28;41,2;3,5;5;0;5,9;4;8;22,7
M0136;CHUNCHI;-78,9222;-2,2743;2177;1992;32,9;59,8;106,5;111,5;87,5;12;1;0,5;9,5;4,5;25;13,5
M0136;CHUNCHI;-78,9222;-2,2743;2177;1993;52,4;65,1;71;91;13,5;14,5;0;8;2;10,5;4;18,5
M0136;CHUNCHI;-78,9222;-2,2743;2177;1994;78,5;38,2;59;30,5;6;0;0;0;0,7;0;6,5;23,2
M0136;CHUNCHI;-78,9222;-2,2743;2177;1995;10,1;44;26,5;31,5;18,8;0;2;0;3;2,5;2;14,5
M0136;CHUNCHI;-78,9222;-2,2743;2177;1996;38;27;23,5;12,5;8;13,5;0;0;2,5;6,5;11;19,5
M0136;CHUNCHI;-78,9222;-2,2743;2177;1997;68,5;29,5;142;88;30,5;12;0;0,5;15,5;37;115;146,5
M0136;CHUNCHI;-78,9222;-2,2743;2177;1998;95;81;135;140;91;25;6;6;14;24;2;9
M0136;CHUNCHI;-78,9222;-2,2743;2177;1999;13,1;46;140,2;67,2;47,3;4,7;1;0,6;;;;51,7
M0136;CHUNCHI;-78,9222;-2,2743;2177;2000;25;127,7;89;100;52,6;15,1;0;5;39,9;0;2,4;19,6
M0136;CHUNCHI;-78,9222;-2,2743;2177;2001;87,7;101,3;153,3;74,2;27,7;5,8;3,4;0;19,2;0;43;31,8
M0136;CHUNCHI;-78,9222;-2,2743;2177;2002;5,7;65,2;125;134,4;14,8;7,6;0,5;0;0;48,5;23,4;37,4
M0136;CHUNCHI;-78,9222;-2,2743;2177;2003;49,7;53,2;49,2;122;36;23,5;1,6;3,1;1,6;4,7;13,5;11,2
M0136;CHUNCHI;-78,9222;-2,2743;2177;2004;18,5;72,1;51,5;55,4;18,3;0;0;0;18,5;13,5;26,8;34,5
M0136;CHUNCHI;-78,9222;-2,2743;2177;2006;33,4;77,5;102;54,7;7,8;15,2;0;0;0,5;1,3;57,3;49,3
M0136;CHUNCHI;-78,9222;-2,2743;2177;2007;85,7;15,5;85,9;111,3;54,8;14,9;8,7;3,3;0;18,4;28,6;32,7
M0136;CHUNCHI;-78,9222;-2,2743;2177;2008;144,1;144,1;174,9;112;98,3;46,7;3,5;7,7;12,1;23,8;27,8;9,1
M0136;CHUNCHI;-78,9222;-2,2743;2177;2009;194,9;233,1;84,3;33,9;26;8,2;0;0;0;2,8;0;22,1
M0136;CHUNCHI;-78,9222;-2,2743;2177;2010;38,4;157,2;106,6;126,6;;24,6;20,4;0;8,9;4,5;34,9;87,3
M0136;CHUNCHI;-78,9222;-2,2743;2177;2011;28,1;128,8;74,7;130,3;6,8;8,4;1,1;1,3;18,3;4,8;13,5;37,7
M0136;CHUNCHI;-78,9222;-2,2743;2177;2012;74,6;80,9;87,8;140,3;23,2;5,5;0;2,2;2,8;25,3;41,4;11,4
M0136;CHUNCHI;-78,9222;-2,2743;2177;2013;49;21,8;43,2;22,2;43,6;0,9;1,9;1,3;0,5;3,6;4,5;24,4
M0136;CHUNCHI;-78,9222;-2,2743;2177;2014;32,6;118,2;63,6;73,2;120,3;4,4;0;0,7;14,7;28,9;21,8;12,5
M0136;CHUNCHI;-78,9222;-2,2743;2177;2015;68,1;137,9;146,1;25,8;100,1;11,9;3,8;0;0,7;24,2;5,7;7,7
M0136;CHUNCHI;-78,9222;-2,2743;2177;2016;31;16,4;98;182,5;;;;;;;;
M0137;BIBLIAN;-78,8937;-2,7103;2640;1976;27,9;26,6;42,9;51,4;28,8;21,3;22,5;22,4;25;15,6;48,6;30,3
M0137;BIBLIAN;-78,8937;-2,7103;2640;1977;24,1;18,5;36,6;28,5;19;62,8;28,6;52,3;37,4;76,5;13,9;175,7
M0137;BIBLIAN;-78,8937;-2,7103;2640;1979;32,7;68,9;86,4;169,6;25,6;24,3;17,1;23,2;25;7,7;33,3;19,3
M0137;BIBLIAN;-78,8937;-2,7103;2640;1980;120,6;99,8;54,9;74,2;42,3;37,4;62,4;29,9;;130,7;123,3;53,2
M0137;BIBLIAN;-78,8937;-2,7103;2640;1981;15,3;57,5;140;104,4;46,3;37,4;57,8;23,2;20,6;69,1;94,5;104
M0137;BIBLIAN;-78,8937;-2,7103;2640;1982;72,8;34,8;82,1;84,1;124,8;29,5;42,9;42,6;42,6;;;
M0137;BIBLIAN;-78,8937;-2,7103;2640;1983;;;;;79,1;;;;;;43,2;128,7
M0137;BIBLIAN;-78,8937;-2,7103;2640;1984;42,1;172,7;123,2;138;79,1;65;40,7;50,9;78,7;53,2;90,3;34
M0137;BIBLIAN;-78,8937;-2,7103;2640;1985;46,7;28,7;51,8;136,5;52,7;44,2;47,3;47,4;31,4;;;
M0137;BIBLIAN;-78,8937;-2,7103;2640;1986;43,7;77,8;73,7;54,5;64,5;36,5;36,1;20,5;70,1;92,7;82,2;63,2
M0137;BIBLIAN;-78,8937;-2,7103;2640;1987;17,1;69,2;157,3;115,8;115;20,6;38,1;28;36,2;94,6;38,4;42,9
M0137;BIBLIAN;-78,8937;-2,7103;2640;1988;98,7;141,8;102,7;186,6;87,3;36,5;44,5;66,6;23,6;149,4;144,4;63,4
M0137;BIBLIAN;-78,8937;-2,7103;2640;1989;122,9;147,7;152,7;35,7;30,2;61,4;43,2;11,8;37,3;116,4;14,6;16,1
M0137;BIBLIAN;-78,8937;-2,7103;2640;1990;50,3;107,3;44,5;124,9;66,7;34,1;38,3;27,2;32,4;90,5;67,2;48
M0137;BIBLIAN;-78,8937;-2,7103;2640;1991;52,2;27,9;118,2;76,6;70,2;46,5;30,9;32,6;41,2;54,2;109,9;57,3
M0137;BIBLIAN;-78,8937;-2,7103;2640;1992;58,8;107,5;100,5;67,9;48,6;58,9;33,6;10,5;59,8;41,3;105,6;89,3
M0137;BIBLIAN;-78,8937;-2,7103;2640;1993;70,6;129,4;212,7;96,2;64,2;37,2;57,5;18,3;20,4;78,7;91,4;122,8
M0137;BIBLIAN;-78,8937;-2,7103;2640;1994;89,8;111,4;160,8;98,9;80,7;91,4;87,6;109,4;69,9;60,1;216,6;70,1
M0137;BIBLIAN;-78,8937;-2,7103;2640;1995;13;112,2;87,2;266,7;96,2;25;62,3;10,2;23,1;28,9;163,5;110,9
M0137;BIBLIAN;-78,8937;-2,7103;2640;1996;;144;;;;58,9;55;16,4;18,8;;;
M0137;BIBLIAN;-78,8937;-2,7103;2640;1997;;;;;29,2;22,2;49,4;23,7;43,9;67;;
M0137;BIBLIAN;-78,8937;-2,7103;2640;1998;103;;;;;;110,9;27,5;17,4;151,2;109,5;23,3
M0137;BIBLIAN;-78,8937;-2,7103;2640;1999;61,2;168,5;160,5;;;28,1;47,5;34,7;;;;
M0137;BIBLIAN;-78,8937;-2,7103;2640;2000;47,4;115,6;102,9;108;116,7;53,7;42,1;98,8;67,3;30;23,9;85,9
M0137;BIBLIAN;-78,8937;-2,7103;2640;2001;66,1;50,1;;;;;;;;;;
M0137;BIBLIAN;-78,8937;-2,7103;2640;2002;;;;;;;;;;;103,7;103
M0137;BIBLIAN;-78,8937;-2,7103;2640;2003;38,6;43,4;110,4;155;121,7;62,4;34,7;29;62,8;100,7;153,2;93,3
M0137;BIBLIAN;-78,8937;-2,7103;2640;2004;31,6;42,8;50,2;108;;;;17,3;63,9;64,5;153,6;89,3
M0137;BIBLIAN;-78,8937;-2,7103;2640;2005;28,2;120,9;198,3;91,9;34,1;77,9;31,4;27,6;26,2;93,7;115,4;195,9
M0137;BIBLIAN;-78,8937;-2,7103;2640;2006;63,2;60;122,5;150,3;78,2;65,6;23,3;43,1;57,6;47,1;159,4;116,1
M0137;BIBLIAN;-78,8937;-2,7103;2640;2007;88,6;51,1;108,2;207,4;93,4;143,7;26,9;63,2;40,9;96,9;104,3;108,7
M0137;BIBLIAN;-78,8937;-2,7103;2640;2008;82,7;233,4;145,5;211,8;177,9;94,9;64;46,6;46;128,2;153,5;84,3
M0137;BIBLIAN;-78,8937;-2,7103;2640;2009;147,4;91,1;135;112,4;54,7;55,1;69,3;54,6;;;;
M0137;BIBLIAN;-78,8937;-2,7103;2640;2010;;;;;;;;;;53;86;120,5
M0137;BIBLIAN;-78,8937;-2,7103;2640;2011;107,5;121,3;77,8;164,6;82,4;63,7;99,5;36,7;77,4;94,6;104,7;152,4
M0137;BIBLIAN;-78,8937;-2,7103;2640;2012;159,3;100,1;88,1;96,8;44;43,1;45,4;26,5;6;91,9;93,4;29,1
M0137;BIBLIAN;-78,8937;-2,7103;2640;2013;46,2;112,4;71,7;18,9;134,2;57,1;63,5;33;18;77,6;63,8;85,6
M0137;BIBLIAN;-78,8937;-2,7103;2640;2014;71,4;30,9;153,3;44,8;194,7;46,4;48,2;38,8;35,5;82,2;37,4;73,3
M0137;BIBLIAN;-78,8937;-2,7103;2640;2015;93,2;41,2;173,9;47,9;46;59,2;77,6;23,5;22,6;67,6;32,8;29
M0137;BIBLIAN;-78,8937;-2,7103;2640;2016;48,7;51,5;154,5;143,4;23,6;;;;;;;
M0137;BIBLIAN;-78,8937;-2,7103;2640;2017;;;;94,5;124,8;93,7;36,1;25,3;20,5;66,1;74,3;132,6
M0138;PAUTE;-78,7628;-2,8;2194;1963;;;;;;;24;4,6;11;74,1;91,5;51,5
M0138;PAUTE;-78,7628;-2,8;2194;1964;78;37,4;27,5;108,8;50,6;118,3;31,1;53;98;46,4;53;11,8
M0138;PAUTE;-78,7628;-2,8;2194;1965;43,1;25,1;27;118,9;36,8;47,9;23,9;34,9;73,4;59;77,4;52,2
M0138;PAUTE;-78,7628;-2,8;2194;1966;53,2;53,2;70,5;64,3;39,1;35,2;44,8;33,4;30,4;52,2;75,7;65,1
M0138;PAUTE;-78,7628;-2,8;2194;1967;34,1;72,2;58,7;54,1;83,3;90,1;126;66,2;42,2;105;63,9;96,5
M0138;PAUTE;-78,7628;-2,8;2194;1968;29,8;48,6;170,1;57,2;13,4;65;71,3;32,1;59,4;89,8;12,8;34,6
M0138;PAUTE;-78,7628;-2,8;2194;1969;79,6;31;76,1;146,4;44,8;67,5;21,7;28,8;39,3;76,1;114,8;52,3
M0138;PAUTE;-78,7628;-2,8;2194;1970;102,3;99,6;61;102,6;89,1;88,7;;62,7;42,1;68,7;143,1;13,4
M0138;PAUTE;-78,7628;-2,8;2194;1971;81,6;89,7;147,7;26,7;27,5;25,7;22,1;46,7;43,8;72,7;54,6;54,7
M0138;PAUTE;-78,7628;-2,8;2194;1972;43,3;67,8;125,2;123,1;23,7;54,4;40,3;20,2;33,8;65,9;139;33,8
M0138;PAUTE;-78,7628;-2,8;2194;1973;23,5;109,7;58,8;79;43;41,8;66,6;46;78,5;41,3;31,6;91,6
M0138;PAUTE;-78,7628;-2,8;2194;1974;38,8;75,4;89;96,1;49,4;71,7;71,7;24,6;68;66,3;107;52,8
M0138;PAUTE;-78,7628;-2,8;2194;1975;39,9;100;62,3;60,3;86,2;93,7;81,8;54,2;36,6;90,6;65,6;47,7
M0138;PAUTE;-78,7628;-2,8;2194;1976;35;61,6;108,5;100,1;82,5;63,7;63;91;50,2;53,3;63,5;46,6
M0138;PAUTE;-78,7628;-2,8;2194;1977;30,4;45,4;61,3;52,1;15,8;79,5;29,1;68,4;67,1;35,6;22,9;75,2
M0138;PAUTE;-78,7628;-2,8;2194;1978;10;41,6;136,5;88,1;64,8;90,3;37,9;28,7;56,3;35,9;24,7;84,8
M0138;PAUTE;-78,7628;-2,8;2194;1979;9,8;43,4;136;130,4;48;28,9;24,2;26,7;27,4;41,7;75,8;46,8
M0138;PAUTE;-78,7628;-2,8;2194;1980;87,9;71,4;76,4;66,8;33,2;44,3;59,7;35,3;30,6;104,3;78,3;62,2
M0138;PAUTE;-78,7628;-2,8;2194;1981;90,4;31,8;112,5;60,4;27,4;34,1;52,8;25,8;24;68,6;70,8;109,6
M0138;PAUTE;-78,7628;-2,8;2194;1982;97;60,8;172,7;73,1;87,7;16,1;39;41,2;22,7;154;69,8;105,5
